                     DATE/TIME                   MESSAGE/VARIABLE                               DATA
  15-03-2024 12:58:37:724:756                 Pipe_dronePositionX                                 15
  15-03-2024 12:58:37:724:817          Received obstacles ycoords                                 -
  15-03-2024 12:58:37:724:877          Received obstacles xcoords                                 -
  15-03-2024 12:58:37:724:935           Drone and target coincide                                 -
  15-03-2024 12:58:37:724:990           Drone and target coincide                                 -
   15-03-2024 12:58:37:725:44           Drone and target coincide                                 -
  15-03-2024 12:58:37:725:187           Drone and target coincide                                 -
  15-03-2024 12:58:37:725:247           Drone and target coincide                                 -
  15-03-2024 12:58:37:725:302           Drone and target coincide                                 -
  15-03-2024 12:58:37:725:359           Drone and target coincide                                 -
  15-03-2024 12:58:37:725:413           Drone and target coincide                                 -
  15-03-2024 12:58:37:725:639           Drone and target coincide                                 -
  15-03-2024 12:58:37:725:674           Drone and target coincide                                 -
  15-03-2024 12:58:37:725:706           Drone and target coincide                                 -
  15-03-2024 12:58:37:725:736           Drone and target coincide                                 -
  15-03-2024 12:58:37:725:767           Drone and target coincide                                 -
  15-03-2024 12:58:37:725:798           Drone and target coincide                                 -
  15-03-2024 12:58:37:725:828           Drone and target coincide                                 -
  15-03-2024 12:58:37:725:858           Drone and target coincide                                 -
  15-03-2024 12:58:37:725:890           Drone and target coincide                                 -
  15-03-2024 12:58:37:725:921           Drone and target coincide                                 -
  15-03-2024 12:58:37:725:951           Drone and target coincide                                 -
  15-03-2024 12:58:37:725:996           Drone and target coincide                                 -
   15-03-2024 12:58:37:726:34                             ScaledY                              16.20
   15-03-2024 12:58:37:726:68                             ScaledX                              30.15
  15-03-2024 12:58:37:726:103                      dronePositionY                                 16
  15-03-2024 12:58:37:726:134                      dronePositionX                                 30
  15-03-2024 12:58:37:726:164                           droneMaxY                                201
  15-03-2024 12:58:37:726:196                           droneMaxX                                 27
  15-03-2024 12:58:37:729:653                      Skipped target                                 -
  15-03-2024 12:58:37:729:753                      Skipped target                                 -
  15-03-2024 12:58:37:729:780                      Skipped target                                 -
  15-03-2024 12:58:37:729:804                      Skipped target                                 -
  15-03-2024 12:58:37:729:828                      Skipped target                                 -
  15-03-2024 12:58:37:729:851                      Skipped target                                 -
  15-03-2024 12:58:37:729:874                      Skipped target                                 -
  15-03-2024 12:58:37:729:897                      Skipped target                                 -
  15-03-2024 12:58:37:729:919                      Skipped target                                 -
  15-03-2024 12:58:37:729:943                      Skipped target                                 -
  15-03-2024 12:58:37:729:966                      Skipped target                                 -
  15-03-2024 12:58:37:729:989                      Skipped target                                 -
   15-03-2024 12:58:37:730:12                      Skipped target                                 -
   15-03-2024 12:58:37:730:67                      Skipped target                                 -
   15-03-2024 12:58:37:730:93                      Skipped target                                 -
  15-03-2024 12:58:37:730:116                      Skipped target                                 -
  15-03-2024 12:58:37:730:139                      Skipped target                                 -
  15-03-2024 12:58:37:730:190                      Skipped target                                 -
  15-03-2024 12:58:37:730:216                      Skipped target                                 -
  15-03-2024 12:58:37:730:239                      Skipped target                                 -
  15-03-2024 12:58:37:733:621                         targetcount                                  0
  15-03-2024 12:58:37:733:716                    Skipped obstacle                                 -
  15-03-2024 12:58:37:733:743                    Skipped obstacle                                 -
  15-03-2024 12:58:37:733:766                    Skipped obstacle                                 -
  15-03-2024 12:58:37:733:789                    Skipped obstacle                                 -
  15-03-2024 12:58:37:733:812                    Skipped obstacle                                 -
  15-03-2024 12:58:37:733:835                    Skipped obstacle                                 -
  15-03-2024 12:58:37:733:883                    Skipped obstacle                                 -
  15-03-2024 12:58:37:733:908                    Skipped obstacle                                 -
  15-03-2024 12:58:37:733:931                    Skipped obstacle                                 -
  15-03-2024 12:58:37:733:955                    Skipped obstacle                                 -
  15-03-2024 12:58:37:733:978                    Skipped obstacle                                 -
   15-03-2024 12:58:37:734:30                    Skipped obstacle                                 -
   15-03-2024 12:58:37:734:67                    Skipped obstacle                                 -
   15-03-2024 12:58:37:734:90                    Skipped obstacle                                 -
  15-03-2024 12:58:37:734:142                    Skipped obstacle                                 -
  15-03-2024 12:58:37:734:167                    Skipped obstacle                                 -
  15-03-2024 12:58:37:734:190                    Skipped obstacle                                 -
  15-03-2024 12:58:37:734:213                    Skipped obstacle                                 -
  15-03-2024 12:58:37:734:267                    Skipped obstacle                                 -
  15-03-2024 12:58:37:734:292                    Skipped obstacle                                 -
  15-03-2024 12:58:37:844:541                          user input                                 -1
  15-03-2024 12:58:37:844:657                            yMax_now                                203
  15-03-2024 12:58:37:844:693                            xMax_now                                 55
  15-03-2024 12:58:37:844:739                 Pipe_dronePositionY                                 15
