                     DATE/TIME                   MESSAGE/VARIABLE                               DATA
  17-03-2024 17:37:39:691:248                           Magnitude                               0.00
  17-03-2024 17:37:39:691:277                               Angle                               0.00
  17-03-2024 17:37:39:691:306                           Magnitude                               0.00
  17-03-2024 17:37:39:691:335                               Angle                               0.00
  17-03-2024 17:37:39:691:365                           Magnitude                               0.00
  17-03-2024 17:37:39:691:394                               Angle                               0.00
  17-03-2024 17:37:39:691:424                           Magnitude                               0.00
  17-03-2024 17:37:39:691:454                               Angle                               0.00
  17-03-2024 17:37:39:691:500                           Magnitude                               0.00
  17-03-2024 17:37:39:691:530                               Angle                               0.00
  17-03-2024 17:37:39:691:559                           Magnitude                               0.00
  17-03-2024 17:37:39:691:588                               Angle                               0.00
  17-03-2024 17:37:39:691:618                           Magnitude                               0.00
  17-03-2024 17:37:39:691:647                               Angle                               0.00
  17-03-2024 17:37:39:691:676                           Magnitude                               0.00
  17-03-2024 17:37:39:691:705                               Angle                               0.00
  17-03-2024 17:37:39:691:735                           Magnitude                               0.00
  17-03-2024 17:37:39:691:764                               Angle                               0.00
  17-03-2024 17:37:39:691:793                           Magnitude                               0.00
  17-03-2024 17:37:39:691:824                               Angle                               0.00
  17-03-2024 17:37:39:691:853                           Magnitude                               0.00
  17-03-2024 17:37:39:691:885                               Angle                               0.00
  17-03-2024 17:37:39:691:914                           Magnitude                               0.00
  17-03-2024 17:37:39:691:944                               Angle                               0.00
  17-03-2024 17:37:39:691:973                           Magnitude                               0.00
   17-03-2024 17:37:39:692:25                               Angle                               0.00
   17-03-2024 17:37:39:692:59                           Magnitude                               0.00
   17-03-2024 17:37:39:692:89                               Angle                               0.00
  17-03-2024 17:37:39:692:118                           Magnitude                               0.00
  17-03-2024 17:37:39:692:147                               Angle                               0.00
  17-03-2024 17:37:39:692:176                           Magnitude                               0.00
  17-03-2024 17:37:39:692:205                               Angle                               0.00
  17-03-2024 17:37:39:692:235                      DronePositionX                                 15
  17-03-2024 17:37:39:692:266                      DronePositionY                                 15
  17-03-2024 17:37:39:692:295                dronePositionChangeX                                  0
  17-03-2024 17:37:39:692:324                dronePositionChangeY                                  0
  17-03-2024 17:37:39:692:353                              ForceY                                  0
  17-03-2024 17:37:39:692:382                              ForceX                                  0
  17-03-2024 17:37:39:891:843                            keyvalue                                 -1
  17-03-2024 17:37:39:891:935          Received obstacles ycoords                                 -
  17-03-2024 17:37:39:891:972          Received obstacles ycoords                                 -
    17-03-2024 17:37:39:892:7                           Magnitude                               0.00
   17-03-2024 17:37:39:892:40                               Angle                               0.00
   17-03-2024 17:37:39:892:70                           Magnitude                               0.00
   17-03-2024 17:37:39:892:99                               Angle                               0.00
  17-03-2024 17:37:39:892:129                           Magnitude                               0.00
  17-03-2024 17:37:39:892:158                               Angle                               0.00
